-12.191,-0.462,-5.739,-1.727,-0.668,0.974
-12.644,-0.567,-5.880,-1.621,-0.657,0.998
-13.290,-0.673,-5.986,-1.480,-0.663,1.022
-13.800,-0.737,-6.033,-1.378,-0.682,1.035
-14.301,-0.761,-6.060,-1.278,-0.711,1.042
-14.988,-0.742,-6.086,-1.146,-0.759,1.042
-15.490,-0.711,-6.124,-1.049,-0.791,1.035
-15.996,-0.680,-6.153,-0.951,-0.818,1.022
-16.680,-0.646,-6.120,-0.818,-0.843,0.995
-17.205,-0.606,-6.048,-0.715,-0.857,0.969
-17.705,-0.541,-5.933,-0.611,-0.869,0.936
-18.383,-0.484,-5.746,-0.478,-0.880,0.885
-20.408,-0.618,-4.920,-0.103,-0.902,0.670
-20.868,-0.615,-4.666,0.003,-0.928,0.597
-21.146,-0.620,-4.501,0.082,-0.948,0.543
-21.404,-0.627,-4.331,0.161,-0.962,0.489
-21.715,-0.690,-4.053,0.268,-0.966,0.416
-21.936,-0.752,-3.828,0.348,-0.960,0.360
-22.213,-0.807,-3.440,0.454,-0.935,0.284
-22.398,-0.845,-3.096,0.532,-0.903,0.226
-22.520,-0.876,-2.727,0.606,-0.861,0.166
-22.587,-0.917,-2.124,0.694,-0.786,0.085
-22.553,-0.917,-1.635,0.750,-0.717,0.026
-22.474,-0.919,-1.113,0.796,-0.641,-0.029
-22.309,-0.895,-0.373,0.838,-0.536,-0.092
-22.158,-0.862,0.192,0.853,-0.461,-0.131
-21.981,-0.840,0.713,0.851,-0.390,-0.163
-21.725,-0.864,1.336,0.826,-0.307,-0.194
-21.481,-0.931,1.709,0.788,-0.250,-0.210
-21.239,-0.986,2.002,0.741,-0.200,-0.222
-20.870,-1.039,2.258,0.666,-0.142,-0.228
-20.564,-1.058,2.320,0.606,-0.106,-0.224
-20.250,-1.058,2.284,0.547,-0.069,-0.213
-19.843,-1.087,2.128,0.478,-0.021,-0.187
-19.573,-1.128,1.951,0.434,0.017,-0.161
-19.333,-1.135,1.724,0.402,0.059,-0.132
-19.084,-1.128,1.398,0.373,0.124,-0.089
-18.950,-1.130,1.137,0.362,0.178,-0.056
-18.833,-1.144,0.843,0.360,0.236,-0.027
-18.732,-1.190,0.472,0.370,0.321,0.010
-18.684,-1.250,0.211,0.386,0.385,0.032
-18.603,-1.310,-0.012,0.408,0.447,0.050
-17.727,-1.513,-0.886,0.535,0.661,0.109
-17.444,-1.539,-1.046,0.564,0.683,0.123
-17.128,-1.561,-1.221,0.592,0.701,0.139
-16.728,-1.614,-1.475,0.633,0.722,0.164
-16.443,-1.662,-1.621,0.667,0.735,0.186
-16.161,-1.693,-1.765,0.703,0.748,0.211
-15.783,-1.700,-1.985,0.759,0.772,0.250
-15.541,-1.700,-2.124,0.804,0.799,0.282
-15.347,-1.712,-2.207,0.851,0.832,0.313
-15.184,-1.736,-2.265,0.916,0.879,0.353
-15.095,-1.753,-2.234,0.965,0.910,0.379
-15.012,-1.762,-2.195,1.010,0.934,0.402
-14.923,-1.736,-2.100,1.059,0.952,0.426
-14.851,-1.695,-2.014,1.089,0.952,0.440
-14.779,-1.662,-1.930,1.107,0.943,0.448
-14.686,-1.659,-1.889,1.120,0.914,0.454
-14.583,-1.697,-1.863,1.122,0.880,0.451
-14.444,-1.748,-1.901,1.123,0.834,0.443
-14.135,-1.808,-2.023,1.131,0.757,0.426
-13.815,-1.786,-2.155,1.147,0.695,0.409
-13.408,-1.700,-2.286,1.175,0.635,0.392
-12.792,-1.456,-2.495,1.231,0.564,0.373
-12.321,-1.202,-2.631,1.289,0.526,0.366
-11.885,-0.979,-2.732,1.358,0.503,0.363
-11.444,-0.836,-2.693,1.465,0.494,0.357
-11.202,-0.804,-2.521,1.549,0.494,0.347
-11.009,-0.733,-2.219,1.631,0.490,0.327
-10.678,-0.510,-1.664,1.727,0.478,0.286
-10.372,-0.208,-1.147,1.780,0.462,0.247
-9.965,0.127,-0.622,1.813,0.444,0.205
-9.208,0.620,0.072,1.819,0.436,0.154
-8.667,1.003,0.666,1.792,0.430,0.115
-8.205,1.281,1.233,1.741,0.405,0.079
-7.647,1.480,1.915,1.642,0.337,0.031
-7.199,1.618,2.327,1.550,0.257,-0.004
-6.706,1.812,2.631,1.448,0.152,-0.035
-6.146,2.083,2.780,1.339,0.032,-0.061
-5.375,2.401,2.705,1.195,-0.135,-0.085
-4.865,2.471,2.622,1.099,-0.265,-0.099
-4.391,2.344,2.545,1.025,-0.409,-0.112
-3.780,2.059,2.392,0.974,-0.624,-0.132
-3.299,1.877,2.234,0.971,-0.784,-0.144
-2.756,1.803,2.093,0.998,-0.928,-0.154
-1.927,1.923,1.951,1.076,-1.079,-0.156
-1.269,2.150,1.887,1.159,-1.158,-0.148
-0.596,2.428,1.851,1.259,-1.203,-0.129
0.201,2.772,1.884,1.412,-1.217,-0.086
0.675,3.026,2.025,1.535,-1.203,-0.042
1.003,3.273,2.265,1.658,-1.176,0.009
1.178,3.601,2.811,1.812,-1.141,0.078
1.125,3.852,3.280,1.912,-1.132,0.127
0.903,4.032,3.725,1.996,-1.141,0.165
0.309,4.080,4.266,2.084,-1.184,0.190
-0.357,3.905,4.544,2.139,-1.242,0.179
-1.164,3.522,4.726,2.195,-1.319,0.138
-4.010,1.374,5.380,2.673,-1.857,-0.476
-4.046,1.123,5.727,2.825,-1.941,-0.666
-3.864,0.919,6.215,2.984,-1.993,-0.859
-3.340,0.757,7.161,3.194,-2.012,-1.110
-2.770,0.725,8.056,3.338,-1.996,-1.286
-2.076,0.792,9.064,3.461,-1.957,-1.446
-1.070,0.953,10.542,3.582,-1.873,-1.617
-0.302,1.037,11.715,3.631,-1.792,-1.716
0.426,1.044,12.919,3.643,-1.705,-1.787
1.262,0.888,14.514,3.603,-1.599,-1.842
1.791,0.766,15.649,3.531,-1.535,-1.856
2.279,0.670,16.712,3.426,-1.485,-1.846
2.851,0.577,17.901,3.240,-1.431,-1.811
3.191,0.488,18.672,3.072,-1.389,-1.766
3.431,0.328,19.348,2.878,-1.345,-1.712
3.558,-0.002,20.109,2.600,-1.292,-1.630
3.553,-0.280,20.492,2.379,-1.255,-1.565
3.541,-0.546,20.729,2.150,-1.211,-1.499
3.543,-0.821,20.885,1.839,-1.132,-1.407
3.558,-0.955,20.877,1.606,-1.054,-1.332
3.570,-1.046,20.813,1.373,-0.964,-1.250
3.563,-1.173,20.715,1.068,-0.831,-1.130
3.536,-1.252,20.595,0.840,-0.729,-1.033
3.436,-1.288,20.406,0.611,-0.628,-0.932
3.232,-1.343,20.147,0.305,-0.504,-0.796
3.036,-1.401,19.848,0.076,-0.424,-0.695
2.816,-1.448,19.455,-0.150,-0.353,-0.597
2.559,-1.453,18.780,-0.442,-0.270,-0.470
2.394,-1.465,18.160,-0.648,-0.216,-0.379
2.243,-1.460,17.466,-0.836,-0.162,-0.292
2.090,-1.456,16.431,-1.059,-0.093,-0.180
1.990,-1.429,15.649,-1.202,-0.040,-0.098
1.906,-1.408,14.846,-1.324,0.014,-0.017
1.805,-1.408,13.824,-1.454,0.085,0.088
1.781,-1.425,13.072,-1.526,0.138,0.168
1.779,-1.401,12.342,-1.580,0.189,0.249
1.803,-1.355,11.425,-1.621,0.252,0.360
1.829,-1.288,10.803,-1.630,0.296,0.447
1.860,-1.192,10.199,-1.621,0.338,0.537
1.875,-1.073,9.653,-1.594,0.377,0.631
1.853,-0.838,9.000,-1.532,0.426,0.759
1.800,-0.575,8.495,-1.469,0.463,0.857
1.695,-0.254,8.018,-1.391,0.507,0.952
1.429,0.103,7.439,-1.265,0.581,1.074
1.123,0.266,7.156,-1.155,0.642,1.155
0.747,0.376,7.072,-1.030,0.697,1.224
0.218,0.582,7.242,-0.847,0.755,1.294
-0.163,0.773,7.566,-0.707,0.793,1.326
-0.512,1.020,8.071,-0.575,0.832,1.341
-0.869,1.446,8.897,-0.423,0.892,1.335
-1.070,1.784,9.579,-0.337,0.956,1.314
-1.427,2.705,12.840,-0.284,1.321,1.130
-1.362,2.777,13.661,-0.386,1.398,1.065
-1.233,2.823,14.183,-0.503,1.437,1.023
-1.003,2.916,14.578,-0.654,1.459,0.995
-0.567,3.158,14.997,-0.907,1.450,0.985
-0.187,3.440,15.151,-1.131,1.409,1.002
0.105,3.718,15.098,-1.380,1.346,1.042
-16.898,2.823,-1.154,-1.375,-0.389,0.654
-17.360,2.813,-1.393,-1.333,-0.388,0.636
-17.976,2.763,-1.647,-1.263,-0.385,0.603
-18.455,2.698,-1.817,-1.200,-0.378,0.566
-18.929,2.600,-1.939,-1.131,-0.367,0.522
-19.534,2.440,-2.061,-1.030,-0.353,0.446
-19.941,2.334,-2.105,-0.951,-0.346,0.379
-20.260,2.255,-2.102,-0.871,-0.346,0.306
-20.593,2.195,-2.040,-0.765,-0.353,0.197
-20.779,2.136,-2.023,-0.689,-0.359,0.109
-20.954,2.037,-1.968,-0.614,-0.361,0.021
-21.148,1.923,-1.865,-0.519,-0.363,-0.098
-21.268,1.817,-1.719,-0.448,-0.371,-0.184
-21.342,1.669,-1.542,-0.377,-0.387,-0.269
-21.342,1.444,-1.326,-0.280,-0.416,-0.377
-21.265,1.264,-1.164,-0.206,-0.434,-0.456
-21.110,1.089,-1.013,-0.130,-0.440,-0.530
-20.774,0.903,-0.730,-0.029,-0.434,-0.618
-20.454,0.771,-0.467,0.046,-0.419,-0.677
-20.102,0.649,-0.163,0.119,-0.398,-0.725
-19.568,0.481,0.256,0.209,-0.361,-0.770
-19.127,0.381,0.584,0.269,-0.330,-0.789
-18.560,0.244,1.061,0.341,-0.283,-0.795
-18.158,0.168,1.425,0.388,-0.245,-0.784
-17.808,0.091,1.769,0.429,-0.202,-0.763
-17.526,-0.041,2.093,0.462,-0.153,-0.734
-17.245,-0.251,2.535,0.494,-0.081,-0.686
-17.080,-0.436,2.837,0.507,-0.024,-0.647
-16.867,-0.670,3.230,0.511,0.056,-0.590
-15.957,-0.905,4.089,0.423,0.304,-0.349
-15.780,-0.874,4.123,0.389,0.356,-0.278
-15.663,-0.895,4.049,0.346,0.427,-0.180
-15.639,-0.941,3.922,0.319,0.483,-0.108
-15.675,-1.015,3.740,0.299,0.541,-0.040
-15.797,-1.132,3.462,0.284,0.618,0.043
-15.874,-1.197,3.235,0.282,0.673,0.099
-15.919,-1.252,3.036,0.286,0.725,0.151
-15.986,-1.269,2.749,0.301,0.788,0.215
-16.020,-1.290,2.574,0.317,0.828,0.258
-16.075,-1.341,2.389,0.338,0.864,0.299
-16.158,-1.408,2.119,0.367,0.905,0.347
-16.226,-1.417,1.942,0.390,0.933,0.380
-16.312,-1.408,1.791,0.409,0.961,0.408
-16.419,-1.389,1.604,0.430,0.985,0.440
-16.503,-1.393,1.432,0.444,0.992,0.460
-16.585,-1.372,1.240,0.460,0.990,0.473
-16.659,-1.319,1.034,0.477,0.983,0.483
-16.743,-1.178,0.725,0.506,0.972,0.489
-16.788,-1.092,0.515,0.531,0.964,0.487
-16.838,-1.008,0.345,0.559,0.957,0.480
-16.865,-0.893,0.148,0.600,0.949,0.461
-16.831,-0.797,0.024,0.632,0.944,0.443
-16.752,-0.685,-0.069,0.665,0.941,0.421
-16.589,-0.520,-0.187,0.711,0.942,0.390
-16.429,-0.395,-0.273,0.743,0.951,0.368
-16.249,-0.314,-0.333,0.775,0.968,0.348
-15.969,-0.213,-0.390,0.814,1.000,0.322
-15.737,-0.153,-0.417,0.843,1.030,0.302
-15.455,-0.089,-0.457,0.871,1.064,0.285
-15.048,0.017,-0.498,0.908,1.114,0.265
-14.705,0.110,-0.548,0.937,1.156,0.254
-14.334,0.247,-0.577,0.966,1.201,0.247
-13.882,0.443,-0.582,1.000,1.263,0.242
-13.592,0.565,-0.584,1.023,1.308,0.241
-13.329,0.687,-0.543,1.042,1.348,0.241
-13.051,0.809,-0.453,1.055,1.385,0.237
-12.886,0.922,-0.345,1.054,1.397,0.228
-12.716,1.051,-0.223,1.040,1.393,0.212
-12.548,1.156,-0.086,1.012,1.372,0.189
-12.249,1.348,0.029,0.956,1.316,0.147
